Dataset,Data_Type,Peak_Rank,Period_days,LS_Power,N_points,Time_span
DS8,RV [m/s],3,1.5690423049410203,0.09670725328328329,320,90.45528887984983
DS8,CCF Contrast,1,1.4438194553846737,0.05338172504317864,320,90.45528887984983
DS8,CCF Contrast,2,1.542289665470585,0.04488741748448836,320,90.45528887984983
DS8,CCF Contrast,3,1.2382654192997922,0.04336171132165686,320,90.45528887984983
DS8,CCF FWHM [m/s],1,1.4530970101180694,0.07450857344350992,320,90.45528887984983
DS8,CCF FWHM [m/s],2,3.2019571284902595,0.04217765993248467,320,90.45528887984983
DS8,CCF FWHM [m/s],3,1.7246003599590052,0.03413901877446451,320,90.45528887984983
DS8,BIS [m/s],1,1.4484433767790204,0.0878298227631965,320,90.45528887984983
DS8,BIS [m/s],2,1.4816591135110535,0.05517530196280096,320,90.45528887984983
DS8,BIS [m/s],3,9.995059544734787,0.035042187785130324,320,90.45528887984983
DS8,H-alpha Emission,1,1.2416649125579935,0.0523325425756916,320,90.45528887984983
DS8,H-alpha Emission,2,1.2020636395993332,0.0396573970356359,320,90.45528887984983
DS8,H-alpha Emission,3,1.1271687087831752,0.03801250035208436,320,90.45528887984983
DS8,CaII Emission,1,1.2020636395993332,0.09039325270328791,320,90.45528887984983
DS8,CaII Emission,2,1.4301231443454518,0.0395277922056303,320,90.45528887984983
DS8,CaII Emission,3,2.3898359017133375,0.03583099046717367,320,90.45528887984983
DS9,RV [m/s],1,13.828618306984275,0.15878869588749656,240,89.19458808004856
DS9,RV [m/s],2,29.244127239360186,0.1469458977559262,240,89.19458808004856
DS9,RV [m/s],3,2.4741910701816523,0.1275120649103648,240,89.19458808004856
DS9,CCF Contrast,1,1.273298901927888,0.10927674745257071,240,89.19458808004856
DS9,CCF Contrast,2,1.117026776205993,0.07423454209008792,240,89.19458808004856
DS9,CCF Contrast,3,1.5913396624451126,0.05918591768093899,240,89.19458808004856
DS9,CCF FWHM [m/s],1,5.357032317120034,0.05269243009388708,240,89.19458808004856
DS9,CCF FWHM [m/s],2,1.4952990457677882,0.04634867232300013,240,89.19458808004856
DS9,CCF FWHM [m/s],3,1.273298901927888,0.03649114791178166,240,89.19458808004856
DS9,BIS [m/s],1,1.273298901927888,0.081135100222103,240,89.19458808004856
DS9,BIS [m/s],2,5.357032317120034,0.061165843186305364,240,89.19458808004856
DS9,BIS [m/s],3,1.5003294883103206,0.059157737744748674,240,89.19458808004856
DS9,H-alpha Emission,1,1.273298901927888,0.09721905764036234,240,89.19458808004856
DS9,H-alpha Emission,2,1.114235953529651,0.080575737488247,240,89.19458808004856
DS9,H-alpha Emission,3,1.1546224994181045,0.06733747532218812,240,89.19458808004856
DS9,CaII Emission,1,1.2769447112390633,0.06226589807932138,240,89.19458808004856
DS9,CaII Emission,2,1.5970382825433942,0.05506172746800989,240,89.19458808004856
DS9,CaII Emission,3,1.2518538677901554,0.04825730807234419,240,89.19458808004856
